,device_id,longitude,latitude,created_at
33,62205a8e-7361-11e6-984b-00163e00416f,115.170507426,34.6207821,2016-09-13 19:59:28
34,62205a8e-7361-11e6-984b-00163e00416f,115.1707067,34.621046,2016-09-13 19:54:23
35,62205a8e-7361-11e6-984b-00163e00416f,115.1707159,34.6210482,2016-09-13 19:49:14
36,62205a8e-7361-11e6-984b-00163e00416f,115.1704408,34.620947,2016-09-13 19:44:02
37,62205a8e-7361-11e6-984b-00163e00416f,115.1707083,34.6210465,2016-09-13 19:38:52
38,62205a8e-7361-11e6-984b-00163e00416f,115.1707113,34.6210468,2016-09-13 19:33:48
39,62205a8e-7361-11e6-984b-00163e00416f,115.1707083,34.6210449,2016-09-13 19:28:43
40,62205a8e-7361-11e6-984b-00163e00416f,115.1707048,34.6210447,2016-09-13 19:23:34
41,62205a8e-7361-11e6-984b-00163e00416f,115.1707023,34.6210433,2016-09-13 19:18:25
42,62205a8e-7361-11e6-984b-00163e00416f,115.1707034,34.6210444,2016-09-13 19:13:16
43,62205a8e-7361-11e6-984b-00163e00416f,115.1701166,34.6208021,2016-09-13 19:08:06
44,62205a8e-7361-11e6-984b-00163e00416f,115.1707256,34.6210449,2016-09-13 19:03:02
45,62205a8e-7361-11e6-984b-00163e00416f,115.1704571,34.6209589,2016-09-13 18:57:54
46,62205a8e-7361-11e6-984b-00163e00416f,115.1707205,34.6210444,2016-09-13 18:52:44
47,62205a8e-7361-11e6-984b-00163e00416f,115.170456,34.6209535,2016-09-13 18:47:34
48,62205a8e-7361-11e6-984b-00163e00416f,115.1704579,34.6209644,2016-09-13 18:42:24
49,62205a8e-7361-11e6-984b-00163e00416f,115.1704579,34.6209641,2016-09-13 18:37:18
50,62205a8e-7361-11e6-984b-00163e00416f,115.1704527,34.62104,2016-09-13 18:32:07
51,62205a8e-7361-11e6-984b-00163e00416f,115.1704549,34.6209668,2016-09-13 18:27:00
52,62205a8e-7361-11e6-984b-00163e00416f,115.1704571,34.6209646,2016-09-13 18:21:50
53,62205a8e-7361-11e6-984b-00163e00416f,115.1704582,34.6209644,2016-09-13 18:16:48
54,62205a8e-7361-11e6-984b-00163e00416f,115.1704508,34.6210398,2016-09-13 18:11:34
55,62205a8e-7361-11e6-984b-00163e00416f,115.1701324,34.6209283,2016-09-13 18:06:29
56,62205a8e-7361-11e6-984b-00163e00416f,115.1707246,34.6210601,2016-09-13 18:01:21
57,62205a8e-7361-11e6-984b-00163e00416f,115.1701199,34.6207677,2016-09-13 17:56:16
58,62205a8e-7361-11e6-984b-00163e00416f,115.170408,34.6207468,2016-09-13 17:51:05
59,62205a8e-7361-11e6-984b-00163e00416f,115.1702428,34.6205981,2016-09-13 17:46:00
60,62205a8e-7361-11e6-984b-00163e00416f,115.1706253,34.6211787,2016-09-13 17:40:46
61,62205a8e-7361-11e6-984b-00163e00416f,115.1704297,34.6209516,2016-09-13 17:35:41
62,62205a8e-7361-11e6-984b-00163e00416f,115.170242,34.6206041,2016-09-13 17:30:31
63,62205a8e-7361-11e6-984b-00163e00416f,115.1704362,34.6208968,2016-09-13 17:25:26
64,62205a8e-7361-11e6-984b-00163e00416f,115.170456,34.6209182,2016-09-13 17:20:16
65,62205a8e-7361-11e6-984b-00163e00416f,115.1706003,34.6211716,2016-09-13 17:15:07
66,62205a8e-7361-11e6-984b-00163e00416f,115.1703621,34.620711,2016-09-13 17:09:57
67,62205a8e-7361-11e6-984b-00163e00416f,115.1703727,34.6207365,2016-09-13 17:04:43
68,62205a8e-7361-11e6-984b-00163e00416f,115.1706291,34.6212288,2016-09-13 16:59:33
69,62205a8e-7361-11e6-984b-00163e00416f,115.1706304,34.6212193,2016-09-13 16:54:29
70,62205a8e-7361-11e6-984b-00163e00416f,115.1706163,34.621212,2016-09-13 16:49:19
71,62205a8e-7361-11e6-984b-00163e00416f,115.1706198,34.6211814,2016-09-13 16:44:15
72,62205a8e-7361-11e6-984b-00163e00416f,115.1703749,34.6207091,2016-09-13 16:39:04
73,62205a8e-7361-11e6-984b-00163e00416f,115.170607651,34.6211596641,2016-09-13 16:34:00
74,62205a8e-7361-11e6-984b-00163e00416f,115.170610784,34.6211653026,2016-09-13 16:28:52
75,62205a8e-7361-11e6-984b-00163e00416f,115.170614086,34.6211712459,2016-09-13 16:23:42
76,62205a8e-7361-11e6-984b-00163e00416f,115.170617572,34.6211775194,2016-09-13 16:18:31
77,62205a8e-7361-11e6-984b-00163e00416f,115.170621257,34.6211841514,2016-09-13 16:13:40
78,62205a8e-7361-11e6-984b-00163e00416f,115.1706359,34.6212033,2016-09-13 16:06:00
79,62205a8e-7361-11e6-984b-00163e00416f,115.1706348,34.6212042,2016-09-13 16:00:52
80,62205a8e-7361-11e6-984b-00163e00416f,115.1706179,34.6211966,2016-09-13 15:55:47
81,62205a8e-7361-11e6-984b-00163e00416f,115.1706269,34.6211993,2016-09-13 15:50:37
82,62205a8e-7361-11e6-984b-00163e00416f,115.1706258,34.6211919,2016-09-13 15:45:25
83,62205a8e-7361-11e6-984b-00163e00416f,115.1706296,34.6211822,2016-09-13 15:40:17
84,62205a8e-7361-11e6-984b-00163e00416f,115.1706448,34.6212155,2016-09-13 15:35:08
85,62205a8e-7361-11e6-984b-00163e00416f,115.170619,34.6211711,2016-09-13 15:29:58
86,62205a8e-7361-11e6-984b-00163e00416f,115.1706163,34.6211689,2016-09-13 15:24:46
87,62205a8e-7361-11e6-984b-00163e00416f,115.1706445,34.6212381,2016-09-13 15:19:48
88,62205a8e-7361-11e6-984b-00163e00416f,115.1706611,34.6212077,2016-09-13 15:14:21
89,62205a8e-7361-11e6-984b-00163e00416f,115.1706266,34.6212012,2016-09-13 15:09:28
90,62205a8e-7361-11e6-984b-00163e00416f,115.170651,34.621212,2016-09-13 15:04:03
91,62205a8e-7361-11e6-984b-00163e00416f,115.1706486,34.6211884,2016-09-13 14:59:05
92,62205a8e-7361-11e6-984b-00163e00416f,115.1706312,34.6211825,2016-09-13 14:53:45
93,62205a8e-7361-11e6-984b-00163e00416f,115.1706679,34.6212004,2016-09-13 14:48:52
94,62205a8e-7361-11e6-984b-00163e00416f,115.1706581,34.6212329,2016-09-13 14:43:35
95,62205a8e-7361-11e6-984b-00163e00416f,115.1706643,34.6211806,2016-09-13 14:38:38
96,62205a8e-7361-11e6-984b-00163e00416f,115.1706377,34.6211849,2016-09-13 14:33:18
97,62205a8e-7361-11e6-984b-00163e00416f,115.1706467,34.6212074,2016-09-13 14:28:26
98,62205a8e-7361-11e6-984b-00163e00416f,115.1704856,34.6210962,2016-09-13 14:25:03
99,62205a8e-7361-11e6-984b-00163e00416f,115.1706234,34.6211787,2016-09-13 14:14:59
100,62205a8e-7361-11e6-984b-00163e00416f,115.1705943,34.6211632,2016-09-13 14:04:51
101,62205a8e-7361-11e6-984b-00163e00416f,115.1706415,34.6212096,2016-09-13 13:54:44
102,62205a8e-7361-11e6-984b-00163e00416f,115.1704669,34.6210853,2016-09-13 13:44:30
103,62205a8e-7361-11e6-984b-00163e00416f,115.1705987,34.6211702,2016-09-13 13:34:22
104,62205a8e-7361-11e6-984b-00163e00416f,115.1706171,34.6211643,2016-09-13 13:24:17
105,62205a8e-7361-11e6-984b-00163e00416f,115.1705176,34.6211239,2016-09-13 13:14:06
106,62205a8e-7361-11e6-984b-00163e00416f,115.170609,34.6211816,2016-09-13 13:03:59
107,62205a8e-7361-11e6-984b-00163e00416f,115.1706353,34.621189,2016-09-13 12:53:51
108,62205a8e-7361-11e6-984b-00163e00416f,115.1706277,34.6211871,2016-09-13 12:43:44
109,62205a8e-7361-11e6-984b-00163e00416f,115.1706486,34.6212061,2016-09-13 12:33:32
110,62205a8e-7361-11e6-984b-00163e00416f,115.1706312,34.6211485,2016-09-13 12:23:17
111,62205a8e-7361-11e6-984b-00163e00416f,115.170407643,34.6211892,2016-09-13 12:13:03
112,62205a8e-7361-11e6-984b-00163e00416f,115.1706155,34.6211833,2016-09-13 12:03:00
113,62205a8e-7361-11e6-984b-00163e00416f,115.170214,34.6210379371,2016-09-13 11:52:53
114,62205a8e-7361-11e6-984b-00163e00416f,115.1704918,34.6210935,2016-09-13 11:42:46
115,62205a8e-7361-11e6-984b-00163e00416f,115.170405533,34.6209077,2016-09-13 11:32:34
116,62205a8e-7361-11e6-984b-00163e00416f,115.1704631,34.6210669,2016-09-13 11:22:31
117,62205a8e-7361-11e6-984b-00163e00416f,115.1704905,34.6210883,2016-09-13 11:12:16
118,62205a8e-7361-11e6-984b-00163e00416f,115.1704788,34.6210617,2016-09-13 11:02:08
119,62205a8e-7361-11e6-984b-00163e00416f,115.1702515,34.6210372867,2016-09-13 10:52:09
120,62205a8e-7361-11e6-984b-00163e00416f,115.170395413,34.6211629,2016-09-13 10:44:36
121,62205a8e-7361-11e6-984b-00163e00416f,115.1704489,34.6210617,2016-09-13 10:34:22
122,62205a8e-7361-11e6-984b-00163e00416f,115.1704856,34.6210786,2016-09-13 10:24:18
123,62205a8e-7361-11e6-984b-00163e00416f,115.170517,34.6211108,2016-09-13 10:14:15
124,62205a8e-7361-11e6-984b-00163e00416f,115.1702233,34.6210072561,2016-09-13 10:04:01
125,62205a8e-7361-11e6-984b-00163e00416f,115.170388082,34.6211599,2016-09-13 09:53:48
126,62205a8e-7361-11e6-984b-00163e00416f,115.170385288,34.6211594,2016-09-13 09:43:44
127,62205a8e-7361-11e6-984b-00163e00416f,115.17038169,34.6211778,2016-09-13 09:33:36
128,62205a8e-7361-11e6-984b-00163e00416f,115.170378697,34.6211618,2016-09-13 09:23:32
129,62205a8e-7361-11e6-984b-00163e00416f,115.170375542,34.6211708,2016-09-13 09:13:24
130,62205a8e-7361-11e6-984b-00163e00416f,115.170379517,34.62099268,2016-09-13 09:03:15
131,62205a8e-7361-11e6-984b-00163e00416f,115.170376687,34.6211559,2016-09-13 08:53:05
132,62205a8e-7361-11e6-984b-00163e00416f,115.17037349,34.6209819818,2016-09-13 08:42:56
133,62205a8e-7361-11e6-984b-00163e00416f,115.170370243,34.6209760219,2016-09-13 08:32:48
134,62205a8e-7361-11e6-984b-00163e00416f,115.170367237,34.6209699226,2016-09-13 08:22:39
135,62205a8e-7361-11e6-984b-00163e00416f,115.1704867,34.6210938,2016-09-13 08:12:30
136,62205a8e-7361-11e6-984b-00163e00416f,115.170372693,34.6208914,2016-09-13 08:02:21
137,62205a8e-7361-11e6-984b-00163e00416f,115.1704441,34.6210517,2016-09-13 07:52:17
138,62205a8e-7361-11e6-984b-00163e00416f,115.170378783,34.6208773,2016-09-13 07:42:04
139,62205a8e-7361-11e6-984b-00163e00416f,115.1702894,34.6207761,2016-09-13 07:31:55
140,62205a8e-7361-11e6-984b-00163e00416f,115.1704205,34.6210278,2016-09-13 07:21:51
141,62205a8e-7361-11e6-984b-00163e00416f,115.1704202,34.6210276,2016-09-13 07:11:37
142,62205a8e-7361-11e6-984b-00163e00416f,115.1704202,34.6210278,2016-09-13 07:01:34
143,62205a8e-7361-11e6-984b-00163e00416f,115.1704202,34.6210276,2016-09-13 06:51:20
144,62205a8e-7361-11e6-984b-00163e00416f,115.1704202,34.6210278,2016-09-13 06:41:06
145,62205a8e-7361-11e6-984b-00163e00416f,115.1704197,34.6210286,2016-09-13 06:31:03
146,62205a8e-7361-11e6-984b-00163e00416f,115.1704202,34.6210278,2016-09-13 06:20:54
147,62205a8e-7361-11e6-984b-00163e00416f,115.1704367,34.6210498,2016-09-13 06:10:50
148,62205a8e-7361-11e6-984b-00163e00416f,115.1704205,34.6210276,2016-09-13 06:00:37
149,62205a8e-7361-11e6-984b-00163e00416f,115.1702772,34.620753,2016-09-13 05:50:34
150,62205a8e-7361-11e6-984b-00163e00416f,115.1702745,34.6207389,2016-09-13 05:40:25
151,62205a8e-7361-11e6-984b-00163e00416f,115.1702767,34.6207484,2016-09-13 05:30:16
152,62205a8e-7361-11e6-984b-00163e00416f,115.1704183,34.6210262,2016-09-13 05:20:12
153,62205a8e-7361-11e6-984b-00163e00416f,115.1704183,34.6210254,2016-09-13 05:09:59
154,62205a8e-7361-11e6-984b-00163e00416f,115.1702772,34.6207476,2016-09-13 04:59:51
155,62205a8e-7361-11e6-984b-00163e00416f,115.1704188,34.6210262,2016-09-13 04:49:42
156,62205a8e-7361-11e6-984b-00163e00416f,115.1702764,34.6207492,2016-09-13 04:39:37
157,62205a8e-7361-11e6-984b-00163e00416f,115.1704186,34.6210262,2016-09-13 04:29:29
158,62205a8e-7361-11e6-984b-00163e00416f,115.1704367,34.6210506,2016-09-13 04:19:15
159,62205a8e-7361-11e6-984b-00163e00416f,115.1704186,34.621027,2016-09-13 04:09:11
160,62205a8e-7361-11e6-984b-00163e00416f,115.1704376,34.6210517,2016-09-13 03:59:03
161,62205a8e-7361-11e6-984b-00163e00416f,115.1704202,34.6210273,2016-09-13 03:48:49
162,62205a8e-7361-11e6-984b-00163e00416f,115.1704188,34.6210259,2016-09-13 03:38:45
163,62205a8e-7361-11e6-984b-00163e00416f,115.1704183,34.6210262,2016-09-13 03:28:31
164,62205a8e-7361-11e6-984b-00163e00416f,115.1704202,34.6210281,2016-09-13 03:18:27
165,62205a8e-7361-11e6-984b-00163e00416f,115.1704197,34.621027,2016-09-13 03:08:09
166,62205a8e-7361-11e6-984b-00163e00416f,115.1702767,34.6207476,2016-09-13 02:58:01
167,62205a8e-7361-11e6-984b-00163e00416f,115.1702743,34.6207284,2016-09-13 02:47:57
168,62205a8e-7361-11e6-984b-00163e00416f,115.1702786,34.6207172,2016-09-13 02:37:48
169,62205a8e-7361-11e6-984b-00163e00416f,115.1702759,34.6210274967,2016-09-13 02:27:45
170,62205a8e-7361-11e6-984b-00163e00416f,115.170420145,34.6210312267,2016-09-13 02:17:36
171,62205a8e-7361-11e6-984b-00163e00416f,115.170423357,34.6210363617,2016-09-13 02:07:22
172,62205a8e-7361-11e6-984b-00163e00416f,115.170426711,34.6210416433,2016-09-13 01:57:18
173,62205a8e-7361-11e6-984b-00163e00416f,115.170429875,34.6210200867,2016-09-13 01:47:10
174,62205a8e-7361-11e6-984b-00163e00416f,115.170429045,34.6210526067,2016-09-13 01:37:01
175,62205a8e-7361-11e6-984b-00163e00416f,115.1704308,34.6210503,2016-09-13 01:26:52
176,62205a8e-7361-11e6-984b-00163e00416f,115.1704316,34.6210514,2016-09-13 01:16:44
177,62205a8e-7361-11e6-984b-00163e00416f,115.170437318,34.6210605033,2016-09-13 01:06:40
178,62205a8e-7361-11e6-984b-00163e00416f,115.1704378,34.6210636633,2016-09-13 00:56:26
179,62205a8e-7361-11e6-984b-00163e00416f,115.170442567,34.6210687169,2016-09-13 00:46:17
180,62205a8e-7361-11e6-984b-00163e00416f,115.1704332,34.6210501,2016-09-13 00:36:13
181,62205a8e-7361-11e6-984b-00163e00416f,115.1704343,34.6210498,2016-09-13 00:26:04
182,62205a8e-7361-11e6-984b-00163e00416f,115.170448647,34.6210764533,2016-09-13 00:15:56
183,62205a8e-7361-11e6-984b-00163e00416f,115.170456168,34.62108153,2016-09-13 00:05:52
184,62205a8e-7361-11e6-984b-00163e00416f,115.17043,34.6210476,2016-09-12 23:55:43
185,62205a8e-7361-11e6-984b-00163e00416f,115.1704291,34.6210471,2016-09-12 23:45:30
186,62205a8e-7361-11e6-984b-00163e00416f,115.1704327,34.6210493,2016-09-12 23:35:21
187,62205a8e-7361-11e6-984b-00163e00416f,115.1704281,34.6210788,2016-09-12 23:25:12
188,62205a8e-7361-11e6-984b-00163e00416f,115.1704286,34.6210802,2016-09-12 23:15:09
189,62205a8e-7361-11e6-984b-00163e00416f,115.1704403,34.6210924,2016-09-12 23:05:00
190,62205a8e-7361-11e6-984b-00163e00416f,115.1704395,34.6210913,2016-09-12 22:54:51
191,62205a8e-7361-11e6-984b-00163e00416f,115.1704419,34.6210921,2016-09-12 22:44:47
192,62205a8e-7361-11e6-984b-00163e00416f,115.1704424,34.6210932,2016-09-12 22:34:41
193,62205a8e-7361-11e6-984b-00163e00416f,115.1704419,34.6210927,2016-09-12 22:24:27
194,62205a8e-7361-11e6-984b-00163e00416f,115.1704343,34.6210856,2016-09-12 21:58:27
195,62205a8e-7361-11e6-984b-00163e00416f,115.1704538,34.6211005,2016-09-12 21:47:54
196,62205a8e-7361-11e6-984b-00163e00416f,115.1704224,34.6210224,2016-09-12 21:37:41
197,62205a8e-7361-11e6-984b-00163e00416f,115.1704576,34.6211013,2016-09-12 21:27:30
198,62205a8e-7361-11e6-984b-00163e00416f,115.1704527,34.6211046,2016-09-12 21:17:21
199,62205a8e-7361-11e6-984b-00163e00416f,115.1706106,34.6211778,2016-09-12 21:07:08
200,62205a8e-7361-11e6-984b-00163e00416f,115.1704823,34.6212126,2016-09-12 20:57:00
201,62205a8e-7361-11e6-984b-00163e00416f,115.1704433,34.6210951,2016-09-12 20:46:57
202,62205a8e-7361-11e6-984b-00163e00416f,115.1704294,34.6210815,2016-09-12 20:36:48
203,62205a8e-7361-11e6-984b-00163e00416f,115.1704259,34.6210807,2016-09-12 20:26:40
204,62205a8e-7361-11e6-984b-00163e00416f,115.1704004,34.6211033183,2016-09-12 20:16:26
205,62205a8e-7361-11e6-984b-00163e00416f,115.170447,34.6211054,2016-09-12 20:06:18
206,62205a8e-7361-11e6-984b-00163e00416f,115.1706104,34.6211754,2016-09-12 19:56:14
207,62205a8e-7361-11e6-984b-00163e00416f,115.1704403,34.6210981,2016-09-12 19:46:11
208,62205a8e-7361-11e6-984b-00163e00416f,115.1704197,34.6210775,2016-09-12 19:36:04
209,62205a8e-7361-11e6-984b-00163e00416f,115.17045,34.6210978,2016-09-12 19:26:01
210,62205a8e-7361-11e6-984b-00163e00416f,115.1704229,34.6210821,2016-09-12 19:15:52
211,62205a8e-7361-11e6-984b-00163e00416f,115.17044,34.6210913,2016-09-12 19:05:42
212,62205a8e-7361-11e6-984b-00163e00416f,115.1704175,34.6210767,2016-09-12 18:55:28
213,62205a8e-7361-11e6-984b-00163e00416f,115.1706063,34.6211903,2016-09-12 18:45:23
214,62205a8e-7361-11e6-984b-00163e00416f,115.1704305,34.621072,2016-09-12 18:35:15
215,62205a8e-7361-11e6-984b-00163e00416f,115.1704224,34.6210661,2016-09-12 18:25:11
216,62205a8e-7361-11e6-984b-00163e00416f,115.1704213,34.6210645,2016-09-12 18:15:10
217,62205a8e-7361-11e6-984b-00163e00416f,115.1704468,34.6210834,2016-09-12 18:04:56
218,62205a8e-7361-11e6-984b-00163e00416f,115.170546162,34.6211133559,2016-09-12 17:54:44
219,62205a8e-7361-11e6-984b-00163e00416f,115.1705878,34.6211765,2016-09-12 17:44:36
220,62205a8e-7361-11e6-984b-00163e00416f,115.1706079,34.6211882,2016-09-12 17:34:32
221,62205a8e-7361-11e6-984b-00163e00416f,115.1706076,34.6211873,2016-09-12 17:24:27
222,62205a8e-7361-11e6-984b-00163e00416f,115.1706052,34.6211936,2016-09-12 17:14:19
223,62205a8e-7361-11e6-984b-00163e00416f,115.1706255,34.6211871,2016-09-12 17:04:15
224,62205a8e-7361-11e6-984b-00163e00416f,115.170606,34.6211689,2016-09-12 16:54:06
225,62205a8e-7361-11e6-984b-00163e00416f,115.1706063,34.6211529,2016-09-12 16:43:57
226,62205a8e-7361-11e6-984b-00163e00416f,115.1704899,34.6210623,2016-09-12 16:33:43
227,62205a8e-7361-11e6-984b-00163e00416f,115.170481,34.6210558,2016-09-12 16:23:38
228,62205a8e-7361-11e6-984b-00163e00416f,115.1704536,34.6210574,2016-09-12 16:13:29
229,62205a8e-7361-11e6-984b-00163e00416f,115.1704167,34.62111055,2016-09-12 16:03:18
230,62205a8e-7361-11e6-984b-00163e00416f,115.1704175,34.6211137936,2016-09-12 15:53:11
231,62205a8e-7361-11e6-984b-00163e00416f,115.1704628,34.6210267,2016-09-12 15:43:02
232,62205a8e-7361-11e6-984b-00163e00416f,115.1704462,34.6210406,2016-09-12 15:32:53
233,62205a8e-7361-11e6-984b-00163e00416f,115.1706038,34.6211586,2016-09-12 15:22:51
234,62205a8e-7361-11e6-984b-00163e00416f,115.1704725,34.6210533,2016-09-12 15:12:42
235,62205a8e-7361-11e6-984b-00163e00416f,115.1706519,34.6212023,2016-09-12 15:02:34
236,62205a8e-7361-11e6-984b-00163e00416f,115.170456,34.6210696,2016-09-12 14:52:29
237,62205a8e-7361-11e6-984b-00163e00416f,115.170572315,34.6210664,2016-09-12 14:42:18
238,62205a8e-7361-11e6-984b-00163e00416f,115.170576712,34.6211224179,2016-09-12 14:32:13
239,62205a8e-7361-11e6-984b-00163e00416f,115.1706429,34.6211892,2016-09-12 14:22:11
240,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 14:12:01
241,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 14:01:51
242,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 13:51:45
243,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 13:41:36
244,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 13:31:32
245,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 13:21:20
246,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 13:11:11
247,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 13:00:58
248,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 12:50:53
249,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 12:40:46
250,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 12:30:34
251,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 12:20:31
252,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 12:10:27
253,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 12:00:13
254,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 11:50:04
255,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 11:39:59
256,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 11:30:00
257,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 11:19:42
258,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 11:09:39
259,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 10:59:22
260,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 10:49:11
261,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 10:39:01
262,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 10:28:57
263,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 10:18:52
264,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 10:08:43
265,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 09:58:35
266,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 09:48:32
267,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 09:38:28
268,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 09:28:15
269,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 09:18:12
270,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 09:08:00
271,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 08:57:48
272,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 08:47:39
273,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 08:37:32
274,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 08:27:29
275,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 08:17:16
276,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 08:07:13
277,62205a8e-7361-11e6-984b-00163e00416f,115.17073471,34.6210416082,2016-09-12 07:56:59
